0.135149 0.966674
-0.513248 -0.813116
0.398655 -0.0217535
0.0388383 0.27848
0.635883 -0.5328
0.0708805 -0.62982
0.250209 0.911771
-0.31126 -0.238489
0.0201865 0.467169
0.666288 -0.687479
-0.607633 -0.161678
0.196086 -0.770421
0.408843 0.0146505
0.152184 0.0623749
-0.313238 0.801872
0.402177 -0.85249
0.120478 -0.591862
-0.241064 0.465235
-0.0150442 -0.494533
-0.576841 -0.296638
-0.195577 0.585503
0.208744 -0.616427
0.0277808 0.28631
0.12705 -0.420974
-0.92244 -0.104732
-0.574333 -0.601959
-0.100976 0.685422
-0.147894 0.75744
0.543479 -0.535204
-0.799774 0.0623585
0.128429 -0.484932
0.614998 0.128248
-0.73194 -0.204871
0.738759 -0.153857
-0.198921 -0.471388
0.833924 -0.446745
-0.147618 0.742036
0.419981 -0.905273
0.127448 0.968171
0.344631 -0.897047
0.367473 -0.377789
0.44535 -0.799112
0.130677 -0.966704
0.615732 0.560785
0.0944651 0.742549
-0.64395 -0.11322
-0.135632 -0.0184089
-0.453732 -0.662604
-0.0842602 -0.737555
-0.730753 0.176855
-0.00339057 -0.942661
0.581164 -0.692718
-0.655085 0.328605
-0.218823 -0.310401
-0.695083 0.636293
0.620543 -0.00695458
0.263352 -0.951376
0.68375 -0.0253375
-0.846353 -0.0324869
-0.354747 -0.175948
-0.470843 0.0424769
0.424618 -0.620803
0.562639 -0.735041
-0.367334 -0.0961368
0.0098943 -0.511081
-0.630302 -0.0797338
0.818136 0.24791
-0.487711 0.854157
0.396002 -0.405095
0.679536 0.0781142
0.0931092 0.211365
-0.228111 -0.538327
0.119823 0.271867
-0.377108 0.560216
-0.200838 -0.632687
0.323623 -0.916888
-0.159613 -0.9671
0.441912 -0.618759
0.661141 -0.731741
-0.859083 -0.0274849
-0.681252 -0.653397
0.553711 0.635781
0.0574739 0.422997
0.657943 0.690773
0.609694 -0.120544
0.28354 0.25736
-0.291583 -0.536009
-0.178712 -0.570546
-0.62279 0.457576
-0.0772469 0.723867
0.677865 0.0321867
0.700984 -0.00885045
0.455846 0.638824
-0.834462 0.25261
0.217804 0.397509
-0.442712 -0.284073
0.994959 0.0416674
-0.127978 0.866223
-0.883942 -0.388435
-0.0238036 0.946119
-0.767075 0.260245
-0.634547 -0.158424
0.731488 -0.668789
0.0471839 -0.0023507
-0.48328 0.864812
0.00872779 -0.107621
0.314043 -0.269585
-0.774268 0.150413
-0.165322 0.397326
-0.175045 -0.459841
-0.516483 -0.275085
-0.391904 0.218919
0.758414 -0.144223
0.383812 -0.848466
-0.233612 0.112952
0.0322823 0.437038
-0.699698 -0.424676
0.387444 0.77372
-0.210518 0.638172
0.756632 -0.193137
-0.638551 0.427533
-0.190669 -0.188617
0.85595 -0.303935
0.339158 -0.101629
-0.0158804 -0.85551
0.944008 -0.0287454
0.854237 0.388333
0.65537 -0.0955249
-0.71294 0.30295
0.697492 -0.311039
0.310327 0.272433
0.464972 0.198656
0.699519 0.464905
-0.249366 -0.558638
-0.745621 -0.0942026
-0.468223 -0.583382
0.791246 -0.0252799
0.169229 -0.874778
-0.775178 0.528208
0.0795832 0.777664
0.0862145 -0.105886
0.290338 0.839337
0.647107 -0.538925
-0.550449 -0.488058
0.104997 -0.531008
0.0458739 -0.534366
-0.366236 -0.57
0.128642 0.409538
-0.938931 -0.160375
-0.515429 -0.794907
0.643226 -0.216444
0.510141 -0.582529
-0.702596 -0.0606629
0.467074 0.465167
-0.0903308 0.971446
-0.066859 -0.92635
0.439581 -0.820379
-0.29777 -0.0411382
-0.772573 -0.176778
0.453517 -0.262034
-0.439825 0.0973013
-0.617373 -0.0968611
0.1118 -0.0192617
-0.144267 0.31724
-0.0970405 0.164696
0.458463 -0.813983
0.479796 -0.0407148
-0.755543 0.447937
-0.852969 -0.165511
0.119003 0.0747758
-0.369775 0.700774
0.30877 0.874258
-0.610648 0.338753
0.170065 -0.0658324
0.666248 0.327562
-0.727586 -0.645294
0.393877 0.0286963
-0.884896 0.182697
-0.836294 -0.45203
-0.0491563 0.176677
-0.387485 -0.138567
-0.165538 -0.0250541
0.082178 0.960492
0.233934 0.186775
-0.63223 -0.0979863
-0.0735289 0.243617
0.653805 -0.0831366
-0.740224 -0.614207
-0.991377 -0.100122
0.666821 -0.243666
0.816554 0.45894
0.316497 0.699847
-0.0312587 0.158034
0.671626 -0.426037
-0.104175 -0.597768
-0.186185 -0.622392
0.917883 0.228354
0.0226437 0.738234
0.335827 0.475404
-0.276763 0.161193
0.367672 0.901395
-0.27719 -0.391746
-0.0392724 0.655967
0.497189 -0.445137
0.720457 0.484297
-0.890015 0.0579083
-0.281653 0.0715696
0.124582 -0.238685
0.526373 -0.607045
0.0282842 0.406569
-0.0449207 0.306037
0.115044 0.0445104
-0.138478 -0.758015
0.439152 0.397228
0.187612 -0.139097
0.675352 0.512947
0.762191 -0.0924797
-0.519165 -0.58249
-0.0572858 0.370794
0.468145 -0.726808
0.750222 -0.052078
-0.149666 -0.313143
-0.247698 0.945656
0.622478 0.590916
-0.328543 0.543123
-0.922702 -0.0663692
-0.589083 -0.237643
-0.687587 0.5939
0.605289 -0.0130701
-0.322963 -0.799668
-0.635819 -0.0131183
-0.00341838 0.232642
0.3627 0.780287
0.869655 0.228149
0.550567 0.415402
0.935146 -0.245912
0.300183 -0.138429
-0.716653 -0.599398
-0.538694 -0.0962007
-0.194107 -0.8702
-0.66003 0.278137
0.566715 -0.0711227
-0.799287 0.1984
-0.855178 0.483651
0.411486 0.894177
-0.665089 0.61147
-0.595487 -0.214082
0.557474 0.296701
0.534937 -0.164243
0.540448 -0.528558
0.507644 -0.208877
0.417289 -0.71112
0.807845 -0.38488
0.256594 -0.00478372
-0.919544 0.0414623
0.402576 -0.433824
-0.748684 0.431486
0.679175 0.483362
-0.517549 -0.834019
0.317935 -0.47048
0.682145 0.695374
0.502266 -0.36103
-0.0757915 0.974847
-0.238447 0.211467
-0.225655 -0.781532
-0.107892 0.10144
-0.287877 -0.874897
-0.190188 -0.13194
0.318341 -0.246352
-0.789537 0.253004
0.202319 0.115364
0.233631 -0.415246
0.171396 0.161505
-0.471071 -0.70672
-0.149489 -0.580104
0.594083 0.684242
-0.283152 -0.283439
-0.0654523 -0.00621658
-0.0603982 -0.0811835
-0.244554 0.158974
0.128862 0.472782
0.323466 0.621187
-0.308861 0.183892
0.114902 0.135237
0.028091 -0.0040672
-0.319075 -0.881457
-0.197688 0.843118
0.885259 0.441225
0.884186 -0.100121
0.608293 -0.0797825
0.49496 -0.0106257
-0.000894563 -0.212141
0.776978 -0.0462929
-0.615834 -0.343793
0.0036727 -0.766807
-0.87282 0.216535
-0.105144 -0.0639527
0.390018 0.091375
0.314454 -0.728178
-0.0408553 0.792653
-0.362709 0.748785
-0.632729 -0.0402396
0.071047 0.192176
-0.0304497 -0.475269
-0.656406 -0.714838
-0.439532 0.702847
0.167851 -0.0252179
0.440038 0.476526
0.92541 0.186709
0.598845 0.602193
-0.742806 0.0270302
-0.750288 -0.482719
0.224974 0.694999
0.908084 -0.339802
-0.0144727 0.525412
-0.736996 -0.626445
-0.367401 0.593765
0.924762 0.238555
0.212883 -0.629603
-0.610433 0.281064
0.0386454 0.772661
0.672285 0.242392
-0.321693 -0.63224
-0.156041 0.172964
0.319604 -0.646745
-0.171329 -0.882292
-0.0760426 -0.721129
-0.266687 0.742386
0.788817 -0.218123
-0.0291959 0.628906
-0.89383 -0.126137
0.600643 0.584655
0.116985 0.762074
0.414065 0.596676
-0.450222 0.705359
-0.852773 -0.0305027
0.407971 0.428162
0.181008 0.654905
0.748881 -0.205007
-0.256924 0.373435
-0.492591 -0.334827
-0.037447 0.889994
-0.218147 -0.194628
0.343796 -0.239836
-0.265376 0.885292
-0.43122 0.127767
-0.478698 -0.0379026
-0.144559 0.492721
-0.943326 0.0816702
0.983717 -0.0486328
0.399057 -0.601829
-0.40261 -0.127774
0.32353 -0.341958
0.374157 0.123956
-0.257336 0.925953
-0.791076 0.54103
0.107852 0.611153
-0.274149 0.0565064
-0.381723 -0.904911
0.432134 -0.627969
0.438192 0.133249
-0.494138 0.213897
-0.145948 -0.581831
-0.456491 -0.537246
0.39633 -0.849164
-0.284168 0.12182
-0.238845 0.437901
-0.456633 -0.150356
0.341847 0.0255416
-0.541725 0.767413
